Source,Target,Type,Id,Label,timeset,Weight
734912488,100001091687101,Undirected,2859,,,1
734912488,100001095919345,Undirected,2860,,,1
746509775,100000949330022,Undirected,2861,,,1
746509775,100000953946345,Undirected,2862,,,1
746509775,100001058764697,Undirected,2863,,,1
746509775,100001062252570,Undirected,2864,,,1
746509775,100001095919345,Undirected,2865,,,1
746509775,100001104996933,Undirected,2866,,,1
746509775,100001111418817,Undirected,2867,,,1
746509775,100001118974118,Undirected,2868,,,1
746509775,100001125136179,Undirected,2869,,,1
747203032,100000960586800,Undirected,2870,,,1
747203032,100000987429985,Undirected,2871,,,1
747203032,100001123204703,Undirected,2872,,,1
747203032,100001169124719,Undirected,2873,,,1
747431762,100000960586800,Undirected,2874,,,1
747431762,100000987429985,Undirected,2875,,,1
747431762,100001123204703,Undirected,2876,,,1
747431762,100001169124719,Undirected,2877,,,1
747559001,100000953946345,Undirected,2878,,,1
747559001,100001060227707,Undirected,2879,,,1
747559001,100001062252570,Undirected,2880,,,1
747559001,100001104996933,Undirected,2881,,,1
747559001,100001125136179,Undirected,2882,,,1
749494782,100000924961212,Undirected,2883,,,1
749709459,100000960586800,Undirected,2884,,,1
749709459,100000987429985,Undirected,2885,,,1
749709459,100001169124719,Undirected,2886,,,1
749836657,100001029520662,Undirected,2887,,,1
749836657,100001091821306,Undirected,2888,,,1
749836657,100001104446238,Undirected,2889,,,1
750503412,100000924961212,Undirected,2890,,,1
750503412,100001098808442,Undirected,2891,,,1
750539119,100000960586800,Undirected,2892,,,1
750539119,100000987429985,Undirected,2893,,,1
750539119,100001169124719,Undirected,2894,,,1
758809043,100000960586800,Undirected,2895,,,1
758809043,100000987429985,Undirected,2896,,,1
758809043,100001123204703,Undirected,2897,,,1
758809043,100001169124719,Undirected,2898,,,1
762397587,100000924163414,Undirected,2899,,,1
764613469,100001080695237,Undirected,2900,,,1
764613469,100001108811861,Undirected,2901,,,1
764940513,100000924961212,Undirected,2902,,,1
781933093,100000953946345,Undirected,2903,,,1
781933093,100001045554195,Undirected,2904,,,1
781933093,100001060227707,Undirected,2905,,,1
781933093,100001062252570,Undirected,2906,,,1
781933093,100001091687101,Undirected,2907,,,1
781933093,100001111418817,Undirected,2908,,,1
781933093,100001125136179,Undirected,2909,,,1
787017327,100000997364409,Undirected,2910,,,1
787017327,100001080695237,Undirected,2911,,,1
787017327,100001108811861,Undirected,2912,,,1
787017327,100001123204703,Undirected,2913,,,1
787017327,100001136374252,Undirected,2914,,,1
797254744,100000924961212,Undirected,2915,,,1
797254744,100001022821727,Undirected,2916,,,1
800496520,100000987071612,Undirected,2917,,,1
800496520,100001026317812,Undirected,2918,,,1
800496520,100001043490715,Undirected,2919,,,1
819809833,100000949330022,Undirected,2920,,,1
819809833,100001091687101,Undirected,2921,,,1
819809833,100001104996933,Undirected,2922,,,1
819809833,100001118974118,Undirected,2923,,,1
819809833,100001125136179,Undirected,2924,,,1
831960052,100001029520662,Undirected,2925,,,1
831960052,100001091821306,Undirected,2926,,,1
831960052,100001104446238,Undirected,2927,,,1
835944512,100000949330022,Undirected,2928,,,1
835944512,100000953946345,Undirected,2929,,,1
835944512,100000963260959,Undirected,2930,,,1
835944512,100001060227707,Undirected,2931,,,1
835944512,100001062252570,Undirected,2932,,,1
835944512,100001091687101,Undirected,2933,,,1
838323538,100001029520662,Undirected,2934,,,1
838323538,100001091821306,Undirected,2935,,,1
838323538,100001104446238,Undirected,2936,,,1
838323538,100001162957180,Undirected,2937,,,1
1003671151,100001136374252,Undirected,2938,,,1
1003671151,100001169124719,Undirected,2939,,,1
1008679410,100001125136179,Undirected,2940,,,1
1014487974,100000960586800,Undirected,2941,,,1
1014487974,100000987429985,Undirected,2942,,,1
1014487974,100001123204703,Undirected,2943,,,1
1014487974,100001169124719,Undirected,2944,,,1
679334440,100001188029048,Undirected,2945,,,1
679564033,100001281010072,Undirected,2946,,,1
679564033,100001341902578,Undirected,2947,,,1
681393563,100001181106852,Undirected,2948,,,1
681393563,100001188029048,Undirected,2949,,,1
681393563,100001261815918,Undirected,2950,,,1
681393563,100001276825004,Undirected,2951,,,1
681393563,100001310038127,Undirected,2952,,,1
681393563,100001341902578,Undirected,2953,,,1
681393563,100001346905483,Undirected,2954,,,1
683629415,100001257850847,Undirected,2955,,,1
687749747,100001239414049,Undirected,2956,,,1
687749747,100001279492993,Undirected,2957,,,1
687749747,100001280190724,Undirected,2958,,,1
687749747,100001312835039,Undirected,2959,,,1
692395933,100001239414049,Undirected,2960,,,1
692770188,100001173358143,Undirected,2961,,,1
692784215,100001279492993,Undirected,2962,,,1
692784215,100001280190724,Undirected,2963,,,1
692784215,100001350288644,Undirected,2964,,,1
692953453,100001173237270,Undirected,2965,,,1
692953453,100001198224878,Undirected,2966,,,1
692953453,100001239414049,Undirected,2967,,,1
692953453,100001279492993,Undirected,2968,,,1
692953453,100001280190724,Undirected,2969,,,1
692953453,100001312835039,Undirected,2970,,,1
692982019,100001257850847,Undirected,2971,,,1
708985502,100001257850847,Undirected,2972,,,1
708985502,100001289196846,Undirected,2973,,,1
718635889,100001293657043,Undirected,2974,,,1
723270165,100001188206418,Undirected,2975,,,1
733108870,100001200655168,Undirected,2976,,,1
734912488,100001188029048,Undirected,2977,,,1
734912488,100001281010072,Undirected,2978,,,1
734912488,100001293657043,Undirected,2979,,,1
734912488,100001310038127,Undirected,2980,,,1
734912488,100001341902578,Undirected,2981,,,1
746509775,100001227885111,Undirected,2982,,,1
746509775,100001293657043,Undirected,2983,,,1
746509775,100001310038127,Undirected,2984,,,1
747203032,100001173237270,Undirected,2985,,,1
747203032,100001239414049,Undirected,2986,,,1
747203032,100001279492993,Undirected,2987,,,1
747203032,100001280190724,Undirected,2988,,,1
747431762,100001173237270,Undirected,2989,,,1
747431762,100001239414049,Undirected,2990,,,1
747431762,100001279492993,Undirected,2991,,,1
747431762,100001312835039,Undirected,2992,,,1
747559001,100001181106852,Undirected,2993,,,1
747559001,100001188029048,Undirected,2994,,,1
747559001,100001310038127,Undirected,2995,,,1
747559001,100001341902578,Undirected,2996,,,1
749008434,100001257850847,Undirected,2997,,,1
749494782,100001239414049,Undirected,2998,,,1
749494782,100001312835039,Undirected,2999,,,1
749709459,100001172758599,Undirected,3000,,,1
750503412,100001239414049,Undirected,3001,,,1
750503412,100001257850847,Undirected,3002,,,1
750539119,100001239414049,Undirected,3003,,,1
750539119,100001276548823,Undirected,3004,,,1
750539119,100001312835039,Undirected,3005,,,1
758809043,100001210093865,Undirected,3006,,,1
758809043,100001239414049,Undirected,3007,,,1
758809043,100001279492993,Undirected,3008,,,1
758809043,100001280190724,Undirected,3009,,,1
762397587,100001172758599,Undirected,3010,,,1
762397587,100001279492993,Undirected,3011,,,1
762397587,100001350288644,Undirected,3012,,,1
764613469,100001172758599,Undirected,3013,,,1
764613469,100001173237270,Undirected,3014,,,1
764613469,100001325396579,Undirected,3015,,,1
764613469,100001339474430,Undirected,3016,,,1
764613469,100001350288644,Undirected,3017,,,1
764940513,100001315257589,Undirected,3018,,,1
781933093,100001188029048,Undirected,3019,,,1
781933093,100001227885111,Undirected,3020,,,1
781933093,100001281010072,Undirected,3021,,,1
781933093,100001341902578,Undirected,3022,,,1
787017327,100001172758599,Undirected,3023,,,1
787017327,100001173237270,Undirected,3024,,,1
787017327,100001173358143,Undirected,3025,,,1
787017327,100001325396579,Undirected,3026,,,1
787017327,100001350288644,Undirected,3027,,,1
787942432,100001173358143,Undirected,3028,,,1
787942432,100001295257840,Undirected,3029,,,1
787942432,100001336971589,Undirected,3030,,,1
797254744,100001246363134,Undirected,3031,,,1
797254744,100001267895375,Undirected,3032,,,1
798159238,100001295257840,Undirected,3033,,,1
798159238,100001337736082,Undirected,3034,,,1
819809833,100001227885111,Undirected,3035,,,1
819809833,100001293657043,Undirected,3036,,,1
819809833,100001310038127,Undirected,3037,,,1
835944512,100001181106852,Undirected,3038,,,1
835944512,100001188029048,Undirected,3039,,,1
835944512,100001227885111,Undirected,3040,,,1
835944512,100001310038127,Undirected,3041,,,1
837215366,100001314002907,Undirected,3042,,,1
840848585,100001210093865,Undirected,3043,,,1
1003671151,100001239414049,Undirected,3044,,,1
1003671151,100001279492993,Undirected,3045,,,1
1008679410,100001293657043,Undirected,3046,,,1
1008679410,100001310038127,Undirected,3047,,,1
1009960934,100001172758599,Undirected,3048,,,1
1009960934,100001337736082,Undirected,3049,,,1
1014487974,100001239414049,Undirected,3050,,,1
1014487974,100001279492993,Undirected,3051,,,1
1014487974,100001312835039,Undirected,3052,,,1
679334440,100001404784981,Undirected,3053,,,1
679334440,100001534454375,Undirected,3054,,,1
679564033,100001382351954,Undirected,3055,,,1
679564033,100001394342408,Undirected,3056,,,1
679564033,100001404784981,Undirected,3057,,,1
679564033,100001408642354,Undirected,3058,,,1
679564033,100001435728233,Undirected,3059,,,1
679564033,100001446499130,Undirected,3060,,,1
679564033,100001472368667,Undirected,3061,,,1
679564033,100001496519070,Undirected,3062,,,1
679564033,100001500410226,Undirected,3063,,,1
679564033,100001506272184,Undirected,3064,,,1
681393563,100001404784981,Undirected,3065,,,1
681393563,100001419992078,Undirected,3066,,,1
681393563,100001435728233,Undirected,3067,,,1
681393563,100001437560650,Undirected,3068,,,1
681393563,100001446499130,Undirected,3069,,,1
681393563,100001465385937,Undirected,3070,,,1
681393563,100001472368667,Undirected,3071,,,1
681393563,100001500410226,Undirected,3072,,,1
681393563,100001506272184,Undirected,3073,,,1
681393563,100001534454375,Undirected,3074,,,1
681393563,100001552602179,Undirected,3075,,,1
681393563,100001569396982,Undirected,3076,,,1
683629415,100001372995118,Undirected,3077,,,1
687749747,100001510337265,Undirected,3078,,,1
690557225,100001388405206,Undirected,3079,,,1
690557225,100001451257330,Undirected,3080,,,1
692395933,100001510337265,Undirected,3081,,,1
692770188,100001569396982,Undirected,3082,,,1
692784215,100001510337265,Undirected,3083,,,1
692953453,100001510337265,Undirected,3084,,,1
708985502,100001573350989,Undirected,3085,,,1
723270165,100001510337265,Undirected,3086,,,1
723837998,100001388405206,Undirected,3087,,,1
733108870,100001403646596,Undirected,3088,,,1
733108870,100001453210769,Undirected,3089,,,1
734912488,100001382351954,Undirected,3090,,,1
734912488,100001394342408,Undirected,3091,,,1
734912488,100001404784981,Undirected,3092,,,1
734912488,100001408642354,Undirected,3093,,,1
734912488,100001435728233,Undirected,3094,,,1
734912488,100001440912951,Undirected,3095,,,1
734912488,100001441963196,Undirected,3096,,,1
734912488,100001446499130,Undirected,3097,,,1
734912488,100001496519070,Undirected,3098,,,1
734912488,100001500410226,Undirected,3099,,,1
734912488,100001506272184,Undirected,3100,,,1
734912488,100001569396982,Undirected,3101,,,1
746509775,100001404784981,Undirected,3102,,,1
746509775,100001408642354,Undirected,3103,,,1
746509775,100001435728233,Undirected,3104,,,1
746509775,100001437560650,Undirected,3105,,,1
746509775,100001472368667,Undirected,3106,,,1
746509775,100001480283507,Undirected,3107,,,1
746509775,100001482063775,Undirected,3108,,,1
746509775,100001500410226,Undirected,3109,,,1
746509775,100001569396982,Undirected,3110,,,1
747203032,100001510337265,Undirected,3111,,,1
747203032,100001562487843,Undirected,3112,,,1
747431762,100001438121634,Undirected,3113,,,1
747431762,100001510337265,Undirected,3114,,,1
747431762,100001537527213,Undirected,3115,,,1
747559001,100001404784981,Undirected,3116,,,1
747559001,100001408642354,Undirected,3117,,,1
747559001,100001435728233,Undirected,3118,,,1
747559001,100001440912951,Undirected,3119,,,1
747559001,100001472368667,Undirected,3120,,,1
747559001,100001506272184,Undirected,3121,,,1
747559001,100001519126953,Undirected,3122,,,1
747559001,100001569396982,Undirected,3123,,,1
749494782,100001404084023,Undirected,3124,,,1
749494782,100001438121634,Undirected,3125,,,1
749494782,100001537527213,Undirected,3126,,,1
749709459,100001510337265,Undirected,3127,,,1
749836657,100001388405206,Undirected,3128,,,1
749836657,100001451257330,Undirected,3129,,,1
750503412,100001404084023,Undirected,3130,,,1
750503412,100001438121634,Undirected,3131,,,1
750503412,100001510337265,Undirected,3132,,,1
750503412,100001537527213,Undirected,3133,,,1
750539119,100001510337265,Undirected,3134,,,1
756312486,100001537527213,Undirected,3135,,,1
758809043,100001510337265,Undirected,3136,,,1
762397587,100001434040527,Undirected,3137,,,1
764613469,100001434040527,Undirected,3138,,,1
764613469,100001543378063,Undirected,3139,,,1
781933093,100001382351954,Undirected,3140,,,1
781933093,100001391608582,Undirected,3141,,,1
781933093,100001404784981,Undirected,3142,,,1
781933093,100001408642354,Undirected,3143,,,1
781933093,100001419992078,Undirected,3144,,,1
781933093,100001435728233,Undirected,3145,,,1
781933093,100001440912951,Undirected,3146,,,1
781933093,100001441963196,Undirected,3147,,,1
781933093,100001446499130,Undirected,3148,,,1
781933093,100001452009697,Undirected,3149,,,1
781933093,100001465385937,Undirected,3150,,,1
781933093,100001472368667,Undirected,3151,,,1
781933093,100001496519070,Undirected,3152,,,1
781933093,100001500410226,Undirected,3153,,,1
781933093,100001506272184,Undirected,3154,,,1
781933093,100001534454375,Undirected,3155,,,1
781933093,100001549626615,Undirected,3156,,,1
781933093,100001569396982,Undirected,3157,,,1
787017327,100001434040527,Undirected,3158,,,1
787017327,100001510337265,Undirected,3159,,,1
787942432,100001545887232,Undirected,3160,,,1
797254744,100001372995118,Undirected,3161,,,1
798159238,100001385537826,Undirected,3162,,,1
800496520,100001453210769,Undirected,3163,,,1
819809833,100001408642354,Undirected,3164,,,1
819809833,100001435728233,Undirected,3165,,,1
835944512,100001394342408,Undirected,3166,,,1
835944512,100001404784981,Undirected,3167,,,1
835944512,100001435728233,Undirected,3168,,,1
835944512,100001446499130,Undirected,3169,,,1
835944512,100001472368667,Undirected,3170,,,1
835944512,100001500410226,Undirected,3171,,,1
835944512,100001569396982,Undirected,3172,,,1
838323538,100001388405206,Undirected,3173,,,1
840848585,100001510337265,Undirected,3174,,,1
1003671151,100001510337265,Undirected,3175,,,1
1008679410,100001435728233,Undirected,3176,,,1
1008679410,100001506272184,Undirected,3177,,,1
1008679410,100001569396982,Undirected,3178,,,1
1009960934,100001385537826,Undirected,3179,,,1
1014487974,100001510337265,Undirected,3180,,,1
1014487974,100001537527213,Undirected,3181,,,1
679334440,100001638451822,Undirected,3182,,,1
679334440,100001673337517,Undirected,3183,,,1
679334440,100001781667847,Undirected,3184,,,1
679564033,100001626391601,Undirected,3185,,,1
679564033,100001634204978,Undirected,3186,,,1
679564033,100001638451822,Undirected,3187,,,1
679564033,100001650768440,Undirected,3188,,,1
681393563,100001638451822,Undirected,3189,,,1
681393563,100001650768440,Undirected,3190,,,1
681393563,100001738885530,Undirected,3191,,,1
681393563,100001750914484,Undirected,3192,,,1
681393563,100001781667847,Undirected,3193,,,1
683629415,100001660321396,Undirected,3194,,,1
683629415,100001771912782,Undirected,3195,,,1
687749747,100001653186203,Undirected,3196,,,1
687749747,100001762716364,Undirected,3197,,,1
690557225,100001669178548,Undirected,3198,,,1
692770188,100001627384796,Undirected,3199,,,1
692770188,100001638451822,Undirected,3200,,,1
692770188,100001750914484,Undirected,3201,,,1
692784215,100001653186203,Undirected,3202,,,1
692953453,100001653186203,Undirected,3203,,,1
692953453,100001762716364,Undirected,3204,,,1
708985502,100001594106403,Undirected,3205,,,1
708985502,100001731741207,Undirected,3206,,,1
708985502,100001778033439,Undirected,3207,,,1
723837998,100001669178548,Undirected,3208,,,1
733108870,100001574732147,Undirected,3209,,,1
734912488,100001626391601,Undirected,3210,,,1
734912488,100001634204978,Undirected,3211,,,1
734912488,100001638451822,Undirected,3212,,,1
734912488,100001650768440,Undirected,3213,,,1
734912488,100001673337517,Undirected,3214,,,1
734912488,100001681465606,Undirected,3215,,,1
734912488,100001738885530,Undirected,3216,,,1
734912488,100001750914484,Undirected,3217,,,1
746509775,100001573758922,Undirected,3218,,,1
746509775,100001650768440,Undirected,3219,,,1
746509775,100001678750257,Undirected,3220,,,1
746509775,100001714633670,Undirected,3221,,,1
746509775,100001738885530,Undirected,3222,,,1
746509775,100001744428421,Undirected,3223,,,1
747203032,100001653186203,Undirected,3224,,,1
747431762,100001653186203,Undirected,3225,,,1
747431762,100001762716364,Undirected,3226,,,1
747559001,100001634204978,Undirected,3227,,,1
747559001,100001637549200,Undirected,3228,,,1
747559001,100001638451822,Undirected,3229,,,1
747559001,100001650768440,Undirected,3230,,,1
747559001,100001673337517,Undirected,3231,,,1
747559001,100001681465606,Undirected,3232,,,1
747559001,100001781667847,Undirected,3233,,,1
749836657,100001669178548,Undirected,3234,,,1
750503412,100001594106403,Undirected,3235,,,1
750503412,100001653186203,Undirected,3236,,,1
750539119,100001655626500,Undirected,3237,,,1
758809043,100001653186203,Undirected,3238,,,1
758809043,100001762716364,Undirected,3239,,,1
762397587,100001653186203,Undirected,3240,,,1
762397587,100001655626500,Undirected,3241,,,1
762397587,100001762716364,Undirected,3242,,,1
764613469,100001598644373,Undirected,3243,,,1
764613469,100001655626500,Undirected,3244,,,1
764613469,100001752172754,Undirected,3245,,,1
764613469,100001775452446,Undirected,3246,,,1
764940513,100001775452446,Undirected,3247,,,1
781933093,100001626391601,Undirected,3248,,,1
781933093,100001634204978,Undirected,3249,,,1
781933093,100001638451822,Undirected,3250,,,1
781933093,100001650768440,Undirected,3251,,,1
781933093,100001673337517,Undirected,3252,,,1
781933093,100001681465606,Undirected,3253,,,1
781933093,100001738885530,Undirected,3254,,,1
781933093,100001781667847,Undirected,3255,,,1
787017327,100001598644373,Undirected,3256,,,1
787017327,100001602651010,Undirected,3257,,,1
787017327,100001653186203,Undirected,3258,,,1
787017327,100001655626500,Undirected,3259,,,1
787017327,100001752172754,Undirected,3260,,,1
787017327,100001762716364,Undirected,3261,,,1
787942432,100001592146212,Undirected,3262,,,1
787942432,100001602651010,Undirected,3263,,,1
797254744,100001660321396,Undirected,3264,,,1
800496520,100001656640258,Undirected,3265,,,1
803464590,100001655626500,Undirected,3266,,,1
819809833,100001638451822,Undirected,3267,,,1
819809833,100001650768440,Undirected,3268,,,1
819809833,100001714633670,Undirected,3269,,,1
819809833,100001738885530,Undirected,3270,,,1
831960052,100001669178548,Undirected,3271,,,1
835944512,100001634204978,Undirected,3272,,,1
835944512,100001638451822,Undirected,3273,,,1
835944512,100001650768440,Undirected,3274,,,1
835944512,100001673337517,Undirected,3275,,,1
835944512,100001681465606,Undirected,3276,,,1
835944512,100001738885530,Undirected,3277,,,1
838323538,100001669178548,Undirected,3278,,,1
840848585,100001653186203,Undirected,3279,,,1
840848585,100001762716364,Undirected,3280,,,1
840848585,100001775452446,Undirected,3281,,,1
1008679410,100001634204978,Undirected,3282,,,1
1008679410,100001638451822,Undirected,3283,,,1
1008679410,100001650768440,Undirected,3284,,,1
1008679410,100001738885530,Undirected,3285,,,1
1014487974,100001653186203,Undirected,3286,,,1
1014487974,100001762716364,Undirected,3287,,,1
679334440,100001797026761,Undirected,3288,,,1
679334440,100001878869005,Undirected,3289,,,1
679564033,100001786717382,Undirected,3290,,,1
679564033,100001797026761,Undirected,3291,,,1
679564033,100001823758769,Undirected,3292,,,1
679564033,100001885626187,Undirected,3293,,,1
679564033,100001893099148,Undirected,3294,,,1
679564033,100001926056841,Undirected,3295,,,1
681393563,100001797026761,Undirected,3296,,,1
681393563,100001816016629,Undirected,3297,,,1
681393563,100001822668025,Undirected,3298,,,1
681393563,100001823758769,Undirected,3299,,,1
681393563,100001878869005,Undirected,3300,,,1
681393563,100001893099148,Undirected,3301,,,1
681393563,100001926056841,Undirected,3302,,,1
683629415,100001781895649,Undirected,3303,,,1
683629415,100001809598993,Undirected,3304,,,1
683629415,100001890089238,Undirected,3305,,,1
690557225,100001896110976,Undirected,3306,,,1
692770188,100001823758769,Undirected,3307,,,1
692953453,100001804077373,Undirected,3308,,,1
692982019,100001836681620,Undirected,3309,,,1
718635889,100001823758769,Undirected,3310,,,1
718635889,100001885626187,Undirected,3311,,,1
723837998,100001896110976,Undirected,3312,,,1
733108870,100001821100042,Undirected,3313,,,1
734912488,100001786717382,Undirected,3314,,,1
734912488,100001797026761,Undirected,3315,,,1
734912488,100001822668025,Undirected,3316,,,1
734912488,100001823758769,Undirected,3317,,,1
734912488,100001878869005,Undirected,3318,,,1
734912488,100001885626187,Undirected,3319,,,1
734912488,100001893099148,Undirected,3320,,,1
734912488,100001926056841,Undirected,3321,,,1
734912488,100001934619024,Undirected,3322,,,1
746509775,100001792977868,Undirected,3323,,,1
746509775,100001816016629,Undirected,3324,,,1
746509775,100001822668025,Undirected,3325,,,1
746509775,100001823758769,Undirected,3326,,,1
746509775,100001878869005,Undirected,3327,,,1
746509775,100001885626187,Undirected,3328,,,1
746509775,100001893099148,Undirected,3329,,,1
746509775,100001926056841,Undirected,3330,,,1
746509775,100001932481633,Undirected,3331,,,1
746509775,100001934619024,Undirected,3332,,,1
747431762,100001908425942,Undirected,3333,,,1
747559001,100001797026761,Undirected,3334,,,1
747559001,100001823758769,Undirected,3335,,,1
747559001,100001878869005,Undirected,3336,,,1
747559001,100001893099148,Undirected,3337,,,1
747559001,100001926056841,Undirected,3338,,,1
747559001,100001934619024,Undirected,3339,,,1
749494782,100001782057086,Undirected,3340,,,1
749494782,100001839461520,Undirected,3341,,,1
749836657,100001896110976,Undirected,3342,,,1
750503412,100001782057086,Undirected,3343,,,1
750503412,100001839461520,Undirected,3344,,,1
750503412,100001905007580,Undirected,3345,,,1
750503412,100001908425942,Undirected,3346,,,1
781933093,100001786717382,Undirected,3347,,,1
781933093,100001793777175,Undirected,3348,,,1
781933093,100001797026761,Undirected,3349,,,1
781933093,100001816016629,Undirected,3350,,,1
781933093,100001822668025,Undirected,3351,,,1
781933093,100001823758769,Undirected,3352,,,1
781933093,100001878869005,Undirected,3353,,,1
781933093,100001885626187,Undirected,3354,,,1
781933093,100001893099148,Undirected,3355,,,1
781933093,100001926056841,Undirected,3356,,,1
781933093,100001934619024,Undirected,3357,,,1
787017327,100001813845405,Undirected,3358,,,1
787942432,100001802938792,Undirected,3359,,,1
787942432,100001887385274,Undirected,3360,,,1
787942432,100001952489031,Undirected,3361,,,1
798159238,100001802938792,Undirected,3362,,,1
798159238,100001887385274,Undirected,3363,,,1
803464590,100001813845405,Undirected,3364,,,1
819809833,100001816016629,Undirected,3365,,,1
819809833,100001822668025,Undirected,3366,,,1
819809833,100001885626187,Undirected,3367,,,1
819809833,100001932481633,Undirected,3368,,,1
835944512,100001797026761,Undirected,3369,,,1
835944512,100001816016629,Undirected,3370,,,1
835944512,100001822668025,Undirected,3371,,,1
835944512,100001823758769,Undirected,3372,,,1
835944512,100001878869005,Undirected,3373,,,1
835944512,100001885626187,Undirected,3374,,,1
835944512,100001893099148,Undirected,3375,,,1
835944512,100001932481633,Undirected,3376,,,1
837215366,100001913883896,Undirected,3377,,,1
1008679410,100001793777175,Undirected,3378,,,1
1008679410,100001816016629,Undirected,3379,,,1
1008679410,100001822668025,Undirected,3380,,,1
1008679410,100001885626187,Undirected,3381,,,1
1008679410,100001932481633,Undirected,3382,,,1
1008679410,100001934619024,Undirected,3383,,,1
679334440,100001980121920,Undirected,3384,,,1
679334440,100001990770761,Undirected,3385,,,1
679334440,100002034637581,Undirected,3386,,,1
679564033,100001965917901,Undirected,3387,,,1
679564033,100001969503423,Undirected,3388,,,1
679564033,100001986141314,Undirected,3389,,,1
679564033,100001991245558,Undirected,3390,,,1
679564033,100001994426659,Undirected,3391,,,1
679564033,100001997955833,Undirected,3392,,,1
679564033,100002005211760,Undirected,3393,,,1
679564033,100002029459788,Undirected,3394,,,1
681393563,100001965917901,Undirected,3395,,,1
681393563,100001980121920,Undirected,3396,,,1
681393563,100001991245558,Undirected,3397,,,1
681393563,100001994426659,Undirected,3398,,,1
681393563,100001997955833,Undirected,3399,,,1
681393563,100002005211760,Undirected,3400,,,1
681393563,100002029459788,Undirected,3401,,,1
692770188,100001965917901,Undirected,3402,,,1
692770188,100002034637581,Undirected,3403,,,1
708985502,100001961263254,Undirected,3404,,,1
723837998,100001963814004,Undirected,3405,,,1
723837998,100002062719203,Undirected,3406,,,1
733108870,100002028529578,Undirected,3407,,,1
734912488,100001965917901,Undirected,3408,,,1
734912488,100001969503423,Undirected,3409,,,1
734912488,100001980121920,Undirected,3410,,,1
734912488,100001986141314,Undirected,3411,,,1
734912488,100001991245558,Undirected,3412,,,1
734912488,100001994426659,Undirected,3413,,,1
734912488,100001997955833,Undirected,3414,,,1
734912488,100002005211760,Undirected,3415,,,1
734912488,100002029459788,Undirected,3416,,,1
734912488,100002066722351,Undirected,3417,,,1
746509775,100001965917901,Undirected,3418,,,1
746509775,100001969503423,Undirected,3419,,,1
746509775,100001980121920,Undirected,3420,,,1
746509775,100001991245558,Undirected,3421,,,1
746509775,100001995520914,Undirected,3422,,,1
746509775,100002005211760,Undirected,3423,,,1
746509775,100002013284610,Undirected,3424,,,1
746509775,100002043589742,Undirected,3425,,,1
746509775,100002045154481,Undirected,3426,,,1
747559001,100001965917901,Undirected,3427,,,1
747559001,100001969503423,Undirected,3428,,,1
747559001,100001986141314,Undirected,3429,,,1
747559001,100001991245558,Undirected,3430,,,1
747559001,100001997955833,Undirected,3431,,,1
747559001,100002005211760,Undirected,3432,,,1
747559001,100002034637581,Undirected,3433,,,1
749494782,100001958703345,Undirected,3434,,,1
749494782,100001995499583,Undirected,3435,,,1
750503412,100001958703345,Undirected,3436,,,1
750503412,100001995499583,Undirected,3437,,,1
762397587,100001962235631,Undirected,3438,,,1
764613469,100001958703345,Undirected,3439,,,1
764613469,100001961235559,Undirected,3440,,,1
764613469,100001962235631,Undirected,3441,,,1
764613469,100001995499583,Undirected,3442,,,1
764613469,100002001089090,Undirected,3443,,,1
764613469,100002024494264,Undirected,3444,,,1
764613469,100002046960687,Undirected,3445,,,1
764613469,100002058928762,Undirected,3446,,,1
781933093,100001980121920,Undirected,3447,,,1
781933093,100001986141314,Undirected,3448,,,1
781933093,100001990770761,Undirected,3449,,,1
781933093,100001991245558,Undirected,3450,,,1
781933093,100001994426659,Undirected,3451,,,1
781933093,100001996063031,Undirected,3452,,,1
781933093,100001997955833,Undirected,3453,,,1
781933093,100002005211760,Undirected,3454,,,1
781933093,100002013284610,Undirected,3455,,,1
781933093,100002029459788,Undirected,3456,,,1
781933093,100002034637581,Undirected,3457,,,1
781933093,100002066722351,Undirected,3458,,,1
787017327,100001962235631,Undirected,3459,,,1
787017327,100002001089090,Undirected,3460,,,1
787017327,100002024494264,Undirected,3461,,,1
787017327,100002058928762,Undirected,3462,,,1
787942432,100002030874309,Undirected,3463,,,1
800496520,100002028529578,Undirected,3464,,,1
819809833,100002043589742,Undirected,3465,,,1
831960052,100001963814004,Undirected,3466,,,1
831960052,100002062719203,Undirected,3467,,,1
835944512,100001980121920,Undirected,3468,,,1
835944512,100001986141314,Undirected,3469,,,1
835944512,100001991245558,Undirected,3470,,,1
835944512,100001997955833,Undirected,3471,,,1
838323538,100001963814004,Undirected,3472,,,1
838323538,100002062719203,Undirected,3473,,,1
1008679410,100001991245558,Undirected,3474,,,1
1008679410,100002005211760,Undirected,3475,,,1
1008679410,100002034637581,Undirected,3476,,,1
1008679410,100002051188194,Undirected,3477,,,1
679334440,100002227835455,Undirected,3478,,,1
679564033,100002092961290,Undirected,3479,,,1
679564033,100002102516987,Undirected,3480,,,1
679564033,100002138269001,Undirected,3481,,,1
679564033,100002171858297,Undirected,3482,,,1
679564033,100002193556133,Undirected,3483,,,1
681393563,100002082434942,Undirected,3484,,,1
681393563,100002092961290,Undirected,3485,,,1
681393563,100002102516987,Undirected,3486,,,1
681393563,100002138269001,Undirected,3487,,,1
681393563,100002187848894,Undirected,3488,,,1
681393563,100002193556133,Undirected,3489,,,1
683629415,100002082814366,Undirected,3490,,,1
687749747,100002102435767,Undirected,3491,,,1
